158,1 232,30 256,336 23,93
126,35 126,394 163,403 192,437
5,176 311,254 364,163 548,391
329,384 558,145 362,361 172,439
111,315 403,339 301,16 597,375
145,265 622,44 339,281 177,425
362,345 588,251 553,130 403,181
64,235 337,236 423,183 527,287
95,29 184,284 163,69 57,341
100,200 260,176 345,116 229,155
106,369 571,171 416,328 359,345
533,363 1,174 581,440 222,448
596,58 11,350 199,264 370,461
371,221 150,90 452,255 409,152
633,2 606,290 176,114 565,319
232,328 579,186 106,25 492,90
627,265 85,419 223,476 54,355
498,333 29,13 203,450 479,243
554,385 637,480 128,357 81,288
621,268 19,334 342,383 374,366
627,432 382,332 140,433 366,372
547,166 124,140 529,472 244,271
586,410 476,432 253,74 100,306
281,15 542,92 522,419 187,420
28,475 547,215 400,310 66,19
587,313 624,325 103,320 255,196
88,362 367,381 501,470 43,78
583,322 473,56 121,127 414,246
239,377 408,427 346,441 503,141
40,460 351,237 404,27 292,451
513,32 348,383 274,375 230,262
383,238 397,332 437,35 12,106
193,177 464,183 349,364 402,58
76,113 307,79 72,463 611,11
163,55 73,279 175,53 334,441
58,133 340,478 251,82 41,274
23,436 34,277 591,91 83,69
306,473 529,425 6,86 421,22
593,436 529,145 585,277 433,222
510,40 197,388 49,80 68,437
233,344 285,414 509,259 514,230
98,59 321,180 154,88 308,196
120,255 152,202 301,468 301,141
616,389 597,83 310,143 457,475
31,248 55,411 378,369 320,329
326,344 326,432 239,282 209,212
435,93 561,288 177,408 382,197
573,463 284,434 392,214 467,52
631,393 602,118 249,78 211,305
138,270 249,85 61,257 145,197
352,104 292,396 525,217 374,466
351,360 472,442 221,118 424,110
276,464 240,314 311,66 464,1
131,105 405,390 537,224 212,203
120,124 335,196 433,197 350,227
445,412 495,388 506,384 569,155
163,145 97,6 424,42 498,251
301,130 416,384 130,47 398,296
411,76 558,163 128,287 598,39
446,33 494,273 248,449 271,218
575,159 290,130 128,142 168,394
575,255 328,388 210,166 353,192
48,158 634,21 579,197 284,157
511,132 28,42 70,379 306,282
444,142 611,97 142,385 106,51
437,168 204,153 132,399 463,299
68,74 84,187 369,166 130,264
620,27 15,430 550,93 394,466
394,421 199,25 518,182 99,20
386,181 272,61 493,81 14,182
179,385 212,205 206,159 24,164
551,200 510,239 390,263 414,251
71,122 108,257 38,406 171,238
353,169 213,2 341,324 638,234
60,332 194,126 347,66 521,386
132,31 499,420 397,96 294,465
5,8 283,317 79,441 94,243
527,18 432,357 551,395 75,316
23,463 118,100 406,403 502,441
164,35 86,405 257,337 596,384
164,260 396,107 383,202 561,339
198,230 338,272 440,275 93,61
132,127 110,422 576,319 240,408
6,36 459,367 520,197 59,410
516,307 138,463 584,416 289,242
80,439 323,410 438,26 503,400
455,253 617,129 602,395 280,423
362,196 60,232 502,408 484,54
310,286 92,356 394,374 580,231
192,133 424,102 476,16 586,317
265,19 248,118 133,439 573,282
53,468 636,420 73,143 605,212
147,200 76,111 333,398 420,19
278,212 219,206 291,224 110,35
336,291 361,413 381,464 637,435
62,102 525,323 29,137 132,459
629,124 78,237 497,267 210,50
358,462 122,255 83,440 307,218
500,463 104,462 43,328 134,357
17,321 292,290 44,372 469,121
130,101 199,94 468,36 503,42
339,72 255,261 393,286 417,57
550,216 442,87 564,457 209,261
465,288 62,130 624,172 312,124
582,106 430,18 507,467 516,149
213,125 124,194 105,404 209,192
258,254 240,91 326,232 507,425
498,438 242,468 196,148 190,120
311,404 360,75 513,396 315,295
285,116 221,352 73,254 148,428
257,352 207,360 395,357 104,31
614,231 476,4 330,265 254,91
520,86 622,197 576,147 231,195
330,145 561,254 82,286 22,428
624,193 97,167 369,422 339,314
427,165 180,214 528,368 120,327
140,169 288,428 362,228 348,309
460,262 270,421 234,223 515,188
459,395 496,31 195,448 330,420
443,324 527,430 572,240 492,152
358,138 86,415 566,298 400,282
529,186 197,264 76,99 288,472
556,54 584,343 313,324 405,115
601,308 525,249 147,410 478,70
481,426 592,128 11,294 114,354
405,343 133,421 479,66 322,342
510,343 531,456 158,217 452,436
90,444 287,60 414,95 241,115
130,341 472,238 281,252 580,64
69,268 16,210 353,255 359,242
457,400 302,305 543,13 518,334
477,188 604,433 348,333 109,164
206,455 240,157 113,253 541,102
378,476 38,376 130,146 534,71
312,227 53,366 3,88 107,433
558,51 459,391 560,303 50,37
393,92 276,433 411,368 515,452
171,260 82,171 399,334 538,120
635,318 315,386 599,410 418,354
467,203 312,151 381,443 610,266
456,338 216,477 302,296 10,332
209,469 31,56 48,162 578,145
115,198 437,104 281,183 73,335
49,464 154,188 194,80 190,160
588,81 85,186 132,355 259,404
325,389 536,214 362,181 484,404
621,110 241,126 359,310 418,117
9,461 516,7 294,133 9,218
483,478 411,67 290,361 54,411
100,36 136,378 129,0 555,219
133,473 613,404 449,250 420,30
616,37 131,272 145,66 284,84
2,19 183,389 326,348 618,412
105,480 587,453 229,94 375,73
423,90 344,143 67,174 469,11
625,330 403,234 148,333 308,322
351,367 160,92 128,194 68,317
255,252 590,127 85,150 583,262
438,347 523,141 539,103 106,428
392,314 389,119 309,110 248,365
19,444 10,270 70,211 285,187
87,389 296,292 162,300 40,93
494,200 306,219 533,344 100,61
484,33 457,285 566,252 277,424
483,478 14,356 546,270 519,142
88,426 102,399 44,219 350,376
337,11 632,33 506,198 116,153
120,69 260,379 295,54 202,243
123,236 592,122 348,468 53,361
180,241 620,132 628,220 195,312
637,30 405,386 519,192 56,4
237,450 430,187 627,227 478,16
66,356 135,437 552,319 133,185
277,45 449,291 309,48 522,79
267,332 371,471 554,349 215,262
155,252 361,404 307,401 522,478
637,116 421,180 259,432 169,342
54,73 154,3 163,4 59,432
215,299 518,350 350,463 276,302
445,470 427,140 71,51 551,422
375,366 70,262 261,345 613,393
126,458 338,435 318,471 242,159
619,266 133,289 300,68 341,34
140,323 276,139 315,110 78,152
64,64 339,182 321,174 504,39
266,204 115,148 339,53 274,460
158,28 443,190 356,116 622,471
269,468 272,253 386,168 64,233
249,301 326,251 70,143 608,228
129,171 92,385 253,163 518,292
450,255 500,218 509,188 126,174
269,466 402,479 264,357 500,386
130,55 475,351 36,170 484,40
80,190 584,135 345,136 233,361
423,348 617,159 319,223 640,144
456,209 261,104 289,238 4,451
444,430 138,385 275,451 257,382
482,252 304,409 378,80 149,274
541,421 290,22 483,465 87,182
39,355 107,432 60,456 634,92
239,282 80,381 137,120 48,97
378,201 114,166 322,117 410,171
589,438 166,53 587,240 325,394
508,207 204,131 95,356 36,389
119,209 266,413 441,245 450,105
11,23 284,244 110,232 15,439
74,381 445,458 583,122 68,168
358,386 625,21 625,255 540,11
160,405 197,242 3,146 177,340
175,151 118,123 342,356 563,215
278,54 9,353 100,47 312,161
121,366 436,306 333,56 344,204
298,149 246,401 97,452 529,156
191,16 35,403 55,129 207,66
267,384 466,26 465,251 28,102
135,155 332,431 178,5 46,149
521,23 489,52 307,54 425,418
29,277 166,462 381,323 286,242
540,254 598,383 553,88 544,433
372,52 59,166 486,41 140,461
439,72 4,340 516,6 534,367
375,293 432,299 292,281 12,197
136,124 468,403 385,259 495,155
267,141 605,376 119,329 363,323
505,12 219,178 561,216 531,36
27,347 477,385 92,103 220,248
549,151 376,188 465,133 434,327
406,145 200,395 522,53 263,438
103,475 46,214 305,357 612,358
175,191 342,28 279,77 6,196
554,348 602,130 77,138 398,99
305,215 264,145 132,451 14,304
538,252 140,461 427,122 224,26
243,148 482,288 630,307 85,230
31,123 308,110 374,239 165,371
583,224 382,239 538,198 403,41
139,225 580,479 557,55 493,38
393,412 294,84 131,5 631,187
46,63 94,291 266,25 56,470
169,326 467,223 204,53 141,272
160,385 540,238 312,310 517,159
374,209 348,108 44,435 259,121
516,227 298,399 128,211 244,70
265,120 228,93 2,251 439,85
48,209 388,19 241,439 577,11
485,21 209,78 240,375 53,282
71,26 468,27 472,58 615,368
441,476 245,388 532,451 108,101
167,229 123,326 19,198 93,40
183,377 382,271 258,52 480,120
169,10 42,271 308,475 396,321
241,168 217,86 487,130 133,327
630,95 7,323 150,215 9,108
503,95 29,251 536,192 405,116
608,295 231,140 8,455 414,88
445,221 422,84 103,236 238,475
459,155 593,414 244,160 605,305
296,310 434,466 184,452 160,433
494,299 162,313 24,463 539,171
340,48 622,474 536,388 446,237
606,82 178,13 559,9 616,99
415,135 517,134 529,199 93,46
93,16 431,409 545,152 170,342
605,375 331,81 144,21 36,54
625,317 582,84 555,213 108,307
0,367 59,79 241,177 28,378
482,72 625,23 562,145 455,444
322,391 150,177 358,140 5,114
503,198 115,448 545,354 207,450
51,290 120,206 370,421 403,241
601,478 309,145 501,76 276,346
96,466 2,217 10,4 328,256
188,409 531,64 37,254 569,52
59,272 610,191 436,159 3,347
123,388 262,45 186,457 140,434
36,78 466,306 108,268 145,140
69,47 293,320 118,407 206,128
441,1 32,205 421,289 546,219
612,310 132,461 302,288 79,444
139,321 284,382 105,28 239,107
487,480 565,132 587,251 536,454
86,448 428,384 25,295 201,54
223,421 173,466 529,372 452,289
394,289 150,89 477,54 259,329
629,204 36,388 236,356 554,187
325,459 160,315 472,251 350,178
572,130 393,86 558,439 306,23
26,33 384,109 555,195 469,362
283,458 24,294 456,149 329,93
272,375 353,477 192,103 138,386
175,16 330,246 179,57 90,447
562,340 78,245 458,127 520,386
505,416 502,376 452,339 426,100
584,154 254,134 299,37 211,109
288,216 234,398 508,182 440,294
297,62 270,38 57,348 452,425
539,439 526,267 186,67 36,231
65,335 449,437 340,16 107,70
435,168 295,250 58,339 86,397
458,143 472,243 638,414 452,432
386,109 374,242 407,151 84,412
240,340 50,327 202,66 504,119
282,447 4,302 458,107 521,467
125,112 255,391 218,258 424,326
253,280 198,387 630,54 38,161
329,424 403,296 53,115 462,305
92,292 78,356 138,39 272,202
335,166 26,5 118,320 60,415
75,177 380,400 478,135 136,230
594,409 422,297 73,420 227,311
169,55 514,17 10,72 228,444
186,185 532,342 250,292 414,448
531,417 115,284 41,242 590,229
80,125 46,253 13,241 245,246
508,166 513,95 262,71 59,182
638,33 62,467 408,66 399,51
437,38 475,229 340,378 618,105
518,208 96,478 426,86 196,204
117,116 251,451 89,409 597,424
468,303 479,448 300,444 74,102
250,58 80,63 550,477 15,286
89,69 543,371 198,259 476,343
478,332 136,121 10,367 216,311
306,255 115,321 27,312 332,200
59,245 242,315 622,191 344,380
351,177 14,55 331,52 588,424
305,12 168,111 57,181 278,148
599,368 508,9 350,14 353,372
233,112 492,358 316,367 232,70
239,155 344,315 290,179 635,200
69,407 512,398 397,266 362,449
474,100 116,254 372,35 394,153
241,254 527,164 503,259 591,31
25,411 213,323 209,154 19,84
199,447 163,24 466,402 103,210
460,426 582,435 178,384 315,313
249,98 419,124 14,405 483,21
297,311 586,111 482,156 147,146
48,48 338,109 24,463 609,297
309,401 238,452 445,27 155,446
164,57 258,39 129,207 588,191
191,58 192,314 127,174 196,92
579,301 439,470 292,2 226,251
246,476 328,331 50,369 247,2
66,389 434,27 1,372 41,150
526,187 297,102 452,337 492,192
611,423 198,239 448,248 538,450
92,335 60,136 290,245 129,428
375,153 259,221 81,9 592,458
521,21 509,419 476,469 20,15
221,425 395,383 423,377 218,379
576,122 87,460 341,158 414,166
578,468 485,63 424,472 207,284
301,46 454,181 503,227 25,169
29,344 477,262 449,247 71,81
348,377 163,64 405,264 221,411
387,224 292,48 517,388 358,51
392,160 313,263 212,355 547,365
45,118 552,148 531,343 277,359
506,205 471,318 442,17 612,258
252,97 516,6 391,33 283,298
125,429 338,403 463,452 68,272
461,343 258,47 409,452 96,87
284,242 413,305 44,162 265,20
271,421 172,82 631,2 292,13
380,320 630,57 302,439 67,101
612,100 604,395 93,395 444,212
326,113 566,164 324,288 497,167
416,325 240,245 67,227 2,340
187,324 185,204 72,370 432,93
154,396 194,30 51,211 602,35
503,479 126,268 0,189 358,107
551,92 588,422 305,98 324,448
12,396 435,207 161,214 158,256
233,87 86,452 323,237 308,311
252,330 561,128 409,380 636,386
528,157 317,400 488,337 521,152
573,440 77,459 178,170 60,441
467,277 92,379 248,194 576,212
561,345 186,104 211,6 75,92
212,438 487,179 535,380 380,313
616,304 262,212 403,322 473,473
452,224 385,299 220,157 591,27
215,71 166,100 456,145 282,160
539,93 212,57 602,194 144,240
64,464 638,231 595,65 565,278
359,130 331,124 311,198 154,387
216,263 231,314 121,83 145,201
62,292 352,128 366,27 446,155
191,109 267,262 464,432 567,70
157,47 626,279 321,404 493,105
502,281 615,315 442,331 536,359
186,160 173,443 117,217 197,91
566,381 537,91 23,350 196,416
194,145 607,372 253,440 78,316
442,21 15,109 309,458 368,182
353,110 419,312 121,450 79,100
283,92 593,454 440,445 637,271
120,340 306,87 93,419 291,183
193,419 280,109 56,302 606,94
172,204 623,66 614,301 98,111
45,203 16,62 513,248 383,406
74,298 108,255 566,350 373,406
474,423 309,457 374,86 154,75
523,395 454,174 605,59 561,442
433,334 552,37 533,13 429,477
258,45 403,442 4,6 77,388
286,51 238,171 30,235 209,438
323,259 388,404 382,175 632,436
216,298 473,38 301,9 340,253
451,94 620,142 95,137 131,96
103,151 347,56 388,48 25,329
529,98 430,432 465,170 285,224
425,281 284,480 60,43 362,252
347,452 235,150 310,168 178,180
8,237 128,133 204,32 603,140
392,244 300,402 125,40 473,59
262,370 89,179 216,27 524,260
377,439 373,349 106,231 202,276
450,263 249,203 326,235 228,237
488,57 589,471 23,303 487,429
586,457 385,408 319,58 548,385
261,407 505,441 384,163 193,34
74,172 601,167 450,102 63,156
294,21 514,91 273,15 514,232
197,349 234,57 98,78 185,188
374,450 62,183 32,9 416,293
329,425 122,1 118,248 561,111
585,51 83,62 138,471 290,445
105,286 87,214 518,381 85,122
205,367 111,246 464,279 16,295
180,120 516,104 553,171 381,366
235,402 431,138 330,123 524,89
268,109 188,85 516,454 638,334
582,228 289,201 283,408 439,90
213,150 416,48 215,454 171,444
61,151 177,12 266,305 393,219
367,78 238,400 259,443 294,78
299,312 499,330 267,375 299,9
139,243 268,393 397,390 384,41
545,255 587,308 206,38 513,363
480,303 51,319 403,99 524,345
27,386 316,320 619,72 459,213
442,293 74,370 220,1 472,218
631,104 595,70 316,161 444,326
147,379 522,395 281,228 386,198
283,13 403,385 338,206 547,248
490,98 542,273 335,283 149,422
258,11 388,240 416,317 465,457
383,215 339,305 250,474 159,158
201,429 447,82 149,204 203,373
222,188 33,357 180,350 295,247
398,5 85,475 277,410 196,273
60,120 406,401 607,240 435,194
513,80 321,62 577,119 110,441
566,73 403,429 173,379 355,329
405,318 98,438 544,268 394,141
366,49 80,97 348,200 630,287
595,100 119,280 107,99 297,180
73,343 523,101 542,350 32,144
22,99 599,419 116,408 351,441
203,41 458,155 344,462 573,368
325,172 610,335 93,111 51,228
335,118 54,13 116,136 175,225
394,353 333,336 535,387 487,144
541,344 167,395 278,208 288,320
443,303 361,216 69,201 151,405
443,446 109,452 273,317 303,444
380,109 575,372 402,244 421,29
319,103 500,116 8,206 573,0
479,266 143,226 131,330 543,74
239,273 401,71 484,195 174,140
141,180 476,182 296,0 304,61
564,148 58,5 188,128 53,457
526,63 309,195 544,370 576,84
117,8 15,449 446,478 174,287
291,250 128,148 237,478 366,336
546,198 347,158 415,246 207,98
546,37 191,273 41,116 73,438
630,14 76,334 302,2 616,468
503,351 285,204 5,257 513,49
124,400 296,75 438,436 135,435
392,189 413,230 432,200 153,271
569,375 472,217 379,202 48,302
93,314 550,192 25,478 276,258
512,151 236,453 528,304 166,28
340,254 0,123 94,337 498,258
75,254 448,207 495,114 539,252
631,77 310,163 325,462 36,174
296,375 210,138 619,295 310,129
204,429 236,307 339,434 154,332
9,420 161,116 186,81 438,198
510,8 433,246 143,207 363,135
610,284 339,300 9,11 332,215
106,71 348,461 329,156 55,152
630,154 235,21 392,133 271,212
632,164 586,194 312,469 416,7
543,301 627,96 179,282 349,315
313,46 123,125 333,256 459,338
286,205 466,281 507,186 413,13
532,388 138,204 449,91 308,250
151,324 540,304 537,203 443,446
227,27 604,441 205,29 350,29
8,403 269,102 63,37 583,284
295,257 579,284 190,330 628,465
411,457 631,33 170,340 473,456
505,275 174,111 493,233 485,312
378,25 279,103 204,29 493,22
350,46 10,142 393,290 350,460
569,173 521,118 215,412 239,62
572,479 180,215 495,236 282,439
514,96 348,474 153,391 608,372
313,99 635,469 347,236 460,306
184,301 194,464 143,145 257,233
386,261 399,117 613,40 173,259
126,63 431,107 614,18 40,81
21,74 531,146 80,410 433,36
311,60 556,72 285,251 601,90
314,315 507,154 122,356 509,173
448,378 133,463 616,341 407,323
293,298 280,367 354,42 576,252
544,319 408,169 75,79 219,366
123,179 214,346 544,168 349,255
564,366 201,458 179,153 184,365
76,266 332,74 602,163 195,389
557,109 539,34 365,413 512,63
169,48 38,309 145,232 294,461
64,238 335,283 220,76 368,0
343,449 600,381 366,0 421,400
422,2 16,167 110,225 274,145
428,214 515,181 499,22 488,176
601,310 471,266 491,189 376,287
51,255 448,95 43,210 581,362
141,438 189,380 577,450 455,94
403,133 27,64 563,95 285,222
441,120 489,284 154,471 38,118
331,16 552,27 9,443 441,130
127,237 626,438 517,412 542,248
129,314 80,161 110,131 18,363
404,136 77,139 307,214 446,137
230,362 473,347 446,45 273,183
20,228 124,212 145,291 84,61
201,371 323,174 509,56 2,380
555,182 617,438 103,281 280,224
167,91 177,318 113,380 600,66
398,440 585,459 12,414 130,104
616,74 584,416 29,450 484,55
324,105 266,338 260,72 419,459
13,263 461,281 18,366 534,31
69,274 378,358 205,265 177,403
74,395 9,117 68,177 228,270
296,447 188,271 183,60 443,171
396,415 500,353 154,200 625,200
473,34 564,438 159,176 513,194
447,456 585,26 3,449 8,213
364,6 498,246 138,241 92,365
325,222 365,219 608,461 428,74
401,343 393,383 168,19 4,143
235,68 162,209 420,9 542,309
236,276 487,36 217,278 216,50
100,192 567,215 242,88 138,39
245,290 270,310 500,7 90,258
443,62 571,299 338,474 344,211
106,67 280,173 541,194 626,371
518,397 595,0 281,472 19,290
131,407 638,289 529,433 9,439
558,287 82,11 529,470 479,90
88,328 275,34 540,338 30,422
32,383 110,51 561,363 33,110
195,76 376,126 79,293 496,218
509,110 95,133 304,155 360,168
289,366 93,389 437,204 360,473
165,10 8,62 114,144 575,400
338,304 456,56 37,322 68,427
537,206 224,452 297,434 637,464
155,3 539,11 579,20 575,46
632,62 97,238 518,397 118,185
281,88 582,316 289,272 289,244
479,54 424,120 349,446 310,104
310,87 326,10 67,151 579,131
114,288 552,440 571,443 172,331
152,107 71,189 305,52 272,423
26,48 427,274 275,369 204,212
342,253 317,383 203,81 533,47
494,365 194,269 119,351 382,187
449,270 105,93 361,3 638,252
207,413 199,146 297,172 53,199
264,118 283,182 630,250 418,434
304,266 296,162 638,36 603,252
105,301 217,411 362,405 331,353
547,256 86,227 112,136 256,398
397,168 547,63 279,80 88,82
236,327 246,155 347,386 606,201
205,64 450,476 373,23 356,471
512,287 316,269 521,471 241,331
98,214 374,99 136,165 323,286
152,314 458,305 283,213 609,102
352,277 43,195 427,216 477,340
389,186 340,62 291,137 629,1
68,274 418,233 252,247 635,325
147,235 551,80 281,126 157,99
325,87 246,266 34,305 638,312
22,329 460,198 539,87 620,384
337,261 305,91 182,16 493,158
581,346 411,377 116,145 603,296
360,433 360,271 450,266 199,365
384,384 547,327 18,170 110,112
442,472 499,210 350,411 635,144
203,248 183,50 334,432 24,127
308,11 147,401 507,85 248,1
153,454 367,229 509,359 487,92
179,477 229,109 341,159 179,196
627,300 467,274 48,276 62,301
29,74 80,439 42,81 585,91
444,441 471,244 321,19 356,288
179,288 288,299 48,396 16,392
0,437 479,156 595,4 420,354
442,263 393,160 515,288 435,224
283,69 597,290 512,35 442,330
458,96 238,392 538,238 460,144
566,95 354,434 263,428 624,158
167,100 24,280 23,390 626,437
196,15 33,160 99,254 268,470
328,63 170,328 281,281 393,352
376,202 534,409 616,334 193,41
192,336 224,314 578,32 21,362
30,280 354,477 396,132 143,297
369,314 411,21 418,146 45,446
471,93 246,146 512,86 377,249
402,132 514,272 633,218 326,431
299,93 109,456 514,79 478,213
591,86 184,464 49,249 215,469
315,1 389,476 512,425 122,279
0,101 494,324 305,255 431,192
487,116 418,73 523,296 224,200
364,393 635,462 621,85 580,163
218,330 258,405 165,235 394,359
13,431 270,25 353,130 469,20
320,81 78,170 187,415 548,412
42,236 552,368 141,13 251,445
89,350 48,256 448,150 422,293
352,383 155,246 199,170 228,118
205,434 253,383 70,198 108,382
588,159 533,387 430,323 50,476
605,180 421,308 33,448 39,98
464,305 376,5 507,103 565,346
555,136 604,331 352,7 117,338
149,78 496,86 617,225 584,422
107,31 626,392 303,88 319,228
332,80 192,170 631,384 111,153
327,438 601,78 40,297 28,245
49,247 547,115 60,379 299,442
610,234 301,137 324,429 394,51
268,340 414,346 259,465 406,128
501,296 263,139 114,222 315,182
235,384 451,215 396,177 424,391
552,286 350,326 264,243 159,308
89,141 122,349 394,302 193,149
514,121 324,91 394,342 9,333
190,381 395,272 438,56 495,381
418,170 367,169 53,94 592,321
377,134 513,167 528,334 457,184
291,43 384,167 154,40 500,402
606,395 441,89 225,182 617,475
197,277 305,404 53,126 229,270
76,38 381,169 60,191 322,302
552,118 578,255 424,117 568,350
356,338 231,427 607,79 163,290
56,79 561,294 97,174 591,17
359,406 235,144 117,134 58,131
597,333 217,233 475,64 104,265
575,193 495,406 23,451 523,16
311,251 5,353 381,394 468,292
312,464 622,106 182,335 234,292
320,128 213,244 128,441 363,318
307,138 82,423 530,252 328,225
246,253 165,74 299,370 497,347
145,103 329,383 549,352 77,90
356,452 38,387 633,306 46,398
330,274 70,188 228,327 16,68
187,25 279,350 430,288 263,51
206,321 316,247 95,171 464,183
599,436 512,100 623,340 515,368
582,311 402,267 308,223 264,54
622,54 87,209 133,458 306,211
135,370 638,49 385,12 417,410
551,313 136,75 105,256 150,480
358,163 536,87 95,401 251,28
86,50 492,189 467,408 88,380
395,269 102,426 40,310 205,238
192,213 246,270 596,74 295,444
503,392 323,395 511,129 85,457
199,290 458,332 587,433 400,463
541,0 416,348 546,421 185,95
265,357 362,10 503,381 161,268
116,20 43,327 108,81 21,262
141,327 416,5 374,0 621,342
341,153 27,11 569,156 173,439
174,274 578,181 597,353 325,246
524,435 573,377 303,155 36,279
539,328 191,260 353,477 482,193
116,447 617,161 634,75 541,126
433,455 294,97 348,213 217,311
331,61 195,350 411,36 484,376
467,470 537,396 295,275 552,441
618,259 475,322 365,194 20,141
219,52 528,13 527,163 234,29
9,243 284,78 148,196 417,312
537,287 177,190 299,290 202,330
474,396 103,190 514,168 267,388
115,370 361,246 226,376 496,433
597,197 103,343 429,274 436,35
477,145 61,330 84,452 102,104
364,247 201,289 431,466 564,288
162,333 397,104 441,222 625,475
588,280 390,194 273,283 500,211
236,108 14,44 452,127 165,21
258,198 611,24 284,361 319,134
549,78 295,65 301,288 599,300
338,324 91,375 117,365 416,298
369,388 440,257 163,282 97,447
32,119 21,426 640,348 105,47
126,393 477,113 336,168 637,35
454,432 308,6 419,437 426,141
506,479 377,172 197,13 267,266
261,409 443,442 560,321 580,204
54,471 201,358 411,113 605,398
213,341 270,256 505,69 460,332
196,226 338,305 284,114 296,284
256,447 66,41 238,207 14,7
3,187 243,119 473,3 456,261
207,282 187,292 190,339 360,450
469,451 320,57 196,102 494,88
605,424 566,327 152,49 507,394
101,243 324,451 77,261 436,124
299,161 374,317 354,166 269,239
426,50 247,125 419,348 91,394
620,480 346,129 47,24 314,30
178,336 458,258 180,30 450,425
534,196 133,18 543,82 252,406
99,250 561,397 316,398 377,56
527,14 480,272 154,318 39,82
95,418 27,348 423,131 191,128
213,17 200,292 586,49 495,37
308,186 632,413 241,49 472,324
616,145 276,372 417,255 488,123
358,19 360,293 156,435 371,329
387,115 141,344 523,417 570,421
329,375 8,13 46,443 626,399
601,143 409,434 503,80 496,218
491,195 48,4 538,27 236,36
353,226 470,114 428,192 238,145
347,185 433,383 432,363 483,21
134,206 47,25 102,244 546,422
527,463 287,325 560,406 499,3
108,443 169,31 265,27 464,296
460,44 21,132 183,102 57,7
429,204 304,209 242,478 99,87
582,330 440,280 71,250 409,467
132,55 505,160 558,40 592,436
194,99 525,475 412,106 566,359
622,439 493,330 450,224 474,468
11,16 9,455 640,176 589,92
575,289 595,75 402,427 148,397
399,295 579,95 467,459 530,189
573,384 127,16 551,309 458,204
554,409 194,119 464,29 264,9
561,161 210,372 355,157 405,118
347,104 409,247 194,278 636,377
365,302 149,215 216,38 482,162
297,249 24,407 366,223 81,50
265,27 301,388 470,267 596,41
131,349 92,443 552,290 457,117
117,347 498,358 222,303 516,373
271,471 122,256 215,126 457,4
162,41 170,220 563,244 525,316
33,243 11,291 213,250 7,141
169,384 203,204 231,305 373,54
391,380 577,435 180,154 191,277
71,29 502,460 326,28 232,403
140,424 309,428 609,238 242,431
160,42 80,436 272,444 578,80
583,150 472,356 586,314 185,392
382,50 438,263 148,451 10,402
535,272 32,304 293,470 503,308
198,383 289,116 430,218 166,181
187,174 161,475 597,388 611,471
5,277 554,173 44,326 488,251
461,436 92,198 270,271 138,199
455,5 201,463 506,65 11,327
541,170 630,1 294,350 529,230
188,407 373,422 122,316 497,218
458,54 623,290 361,192 106,393
165,321 387,118 294,115 113,351
26,347 621,264 4,106 199,63
94,418 277,324 569,407 171,322
231,57 318,291 261,391 575,81
104,115 314,338 104,29 81,115
547,385 14,32 63,15 408,105
578,202 271,194 409,151 238,78
426,234 598,92 122,196 318,232
428,263 159,177 509,455 560,471
281,261 260,174 637,200 81,326
214,465 553,34 53,203 57,446
508,367 50,478 547,353 511,52
310,423 349,431 204,315 543,399
602,367 209,262 527,168 163,391
361,224 7,44 275,432 538,375
205,145 281,218 25,256 505,145
89,273 402,92 566,277 590,17
57,432 143,419 348,103 222,378
531,235 501,333 492,271 326,94
305,44 129,182 282,154 160,126
264,404 467,91 378,212 578,294
307,262 602,16 481,162 443,476
138,375 372,82 300,264 231,30
316,472 268,378 333,101 427,59
104,111 201,223 545,112 228,17
69,233 162,417 592,153 460,77
40,323 561,51 486,345 418,2
558,437 51,120 264,367 84,318
521,72 310,134 14,275 314,96
299,141 90,175 552,319 383,223
621,280 129,274 16,277 32,103
123,366 183,74 566,358 111,79
424,277 257,95 374,38 305,413
44,238 318,216 546,12 406,351
52,108 118,154 623,23 350,173
248,308 461,315 394,447 206,19
272,470 556,472 99,313 14,41
248,354 383,169 177,403 220,269
632,132 193,215 252,338 603,195
229,62 262,476 149,372 603,447
616,429 213,33 549,188 379,80
195,238 54,46 331,337 39,193
121,136 433,76 98,155 489,137
375,462 28,227 179,339 476,415
104,211 465,361 382,409 98,311
262,95 53,308 607,450 190,243
158,452 451,71 264,332 610,317
451,115 106,246 384,431 335,31
92,68 550,400 195,452 83,100
50,71 220,259 346,17 94,265
426,455 379,407 593,39 329,363
440,208 609,352 438,230 449,350
451,35 295,376 280,463 441,403
521,8 125,179 538,267 431,103
394,175 264,87 594,45 582,277
569,344 440,300 629,87 549,470
468,64 260,407 592,79 423,8
178,1 313,205 382,408 560,211
434,55 191,111 575,219 96,478
242,420 530,453 297,457 521,363
106,167 275,178 70,381 435,196
511,66 432,44 559,314 584,326
199,138 134,228 249,155 228,407
28,352 82,465 15,308 145,369
280,412 318,247 254,332 450,296
529,259 295,111 198,173 209,143
23,413 502,160 623,75 194,59
639,85 296,22 42,419 358,372
108,432 293,467 191,341 170,77
209,216 55,378 503,332 30,53
78,313 373,53 578,274 209,75
401,352 512,61 212,331 319,462
298,33 103,20 209,463 463,384
289,452 552,41 460,267 625,87
45,322 187,467 192,366 541,309
305,184 468,124 161,1 392,449
110,224 191,130 86,412 193,101
577,36 600,12 215,217 224,360
464,418 400,134 134,218 410,449
235,398 546,307 415,163 117,232
0,425 64,309 75,78 273,62
577,195 79,365 104,109 437,327
